id,tweetText,tweetURL,type,tweetAuthor,handle,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,tweetTextCleaned,translated_text,sentiment_blob,contains_review
1763989920924971400,Animated album covers #AppleVisionPro https://t.co/Uv1wqdJ85l,https://twitter.com/mankindforward/status/1763989920924971400,tweet,Jimmy Zhang ᯅ,@mankindforward,0,0,0,0,73,0,2024-03-02 10:09:05,animated album covers ,animated album covers ,0.0,1.0
1764048161536925905,Struggling with integrating ARKit for object detection in iOS app. Any leads? #SpatialComputing #AppleVisionPro,https://twitter.com/itsjackjohens/status/1764048161536925905,tweet,Jack Johens,@itsjackjohens,0,0,0,1,51,0,2024-03-02 14:00:30,struggling with integrating arkit for object detection in ios app any leads ,struggling with integrating arkit for object detection in ios app any leads ,0.0,1.0
1762372399511830739,"Neko Vision Pro

#AppleVisionPro",https://twitter.com/lasergunfactory/status/1762372399511830739,tweet,LASERGUN FACTORY,@lasergunfactory,0,0,0,3,63,0,2024-02-26 23:01:37,neko vision pro ,neko vision pro ,0.0,0.0
1761287487459320085,頭蓋骨の半透明化バージョンです。#AppleVisionPro #medical #CT #neurosurgery #3D https://t.co/0kDcOAbFyV,https://twitter.com/t_itamiya/status/1761287487459320085,tweet,Tomoki Itamiya 板宮 朋基,@t_itamiya,1,0,1,2,348,0,2024-02-23 23:10:34,頭蓋骨の半透明化バージョンです ,頭蓋骨の半透明化バージョンです ,0.0,0.0
1759033334645096862,"The future will be promising for Bloktopia.
team has been doing a great job!
Congratulations on the video @MrKalnin

Let's go to the moon Bloktopia!

#Metaverse #Bloktopia  #BlokArmy $BLOK #Bitcoin #virtualreality #crypto #Pc #Mac #Future  #testing #ios #android #AppleVisionPro",https://twitter.com/renanperbelin/status/1759033334645096862,tweet,Renan Perbelin,@renanperbelin,4,0,2,17,1033,0,2024-02-17 17:53:22,the future will be promising for bloktopia team has been doing a great job congratulations on the video lets go to the moon bloktopia blok ,the future will be promising for bloktopia team has been doing a great job congratulations on the video lets go to the moon bloktopia blok ,0.3333333333333333,0.0
1760688864375791923,"Touchprotect for Apple Vision Pro now up on Amazon! 

https://t.co/9uGVLM0BAA

Add some texture to that hard to find menu button.  

#visionpro #AppleVisionPro",https://twitter.com/ColoredControls/status/1760688864375791923,tweet,Colored Controllers,@ColoredControls,1,0,1,3,440,0,2024-02-22 07:31:51,touchprotect for apple vision pro now up on amazon add some texture to that hard to find menu button ,touchprotect for apple vision pro now up on amazon add some texture to that hard to find menu button ,-0.2916666666666667,1.0
1757180535468904702,"#VisionPro #AppleVisionPro Macの画面のマウス操作でVisionOS側のディスプレイにも表示されて操作できるって？！
#Immersed でも実装して下さい！

最強じゃないですか",https://twitter.com/matsuzan/status/1757180535468904702,tweet,Abiko Kazuki,@matsuzan,0,0,0,2,222,0,2024-02-12 15:11:01, macの画面のマウス操作でvisionos側のディスプレイにも表示されて操作できるって でも実装して下さい 最強じゃないですか, macの画面のマウス操作でvisionos側のディスプレイにも表示されて操作できるって でも実装して下さい 最強じゃないですか,0.0,1.0
1768414631041872190,お、 #比嘉愛未　Xトレンドで、#新空港占拠　ドラマ公式が、大病院占拠と同じ日にクランクアップ〜と去年の今のドラマだったってことか #AppleVisionPro で観たい第三弾を〜TVerブラウザから見逃し配信は観る時間なくもアプリVisionPro対応はしないと思うけどな〜 こんな大掛かりなドラマそれで観たい https://t.co/0iVWIfYTxP,https://twitter.com/nao_z_des/status/1768414631041872190,tweet,nao_z_des,@nao_z_des,0,0,0,0,262,0,2024-03-14 16:11:18,お xトレンドで ドラマ公式が大病院占拠と同じ日にクランクアップと去年の今のドラマだったってことか で観たい第三弾をtverブラウザから見逃し配信は観る時間なくもアプリvisionpro対応はしないと思うけどな こんな大掛かりなドラマそれで観たい ,お xトレンドで ドラマ公式が大病院占拠と同じ日にクランクアップと去年の今のドラマだったってことか で観たい第三弾をtverブラウザから見逃し配信は観る時間なくもアプリvisionpro対応はしないと思うけどな こんな大掛かりなドラマそれで観たい ,0.0,0.0
1761559133315277058,"A los casos de cinetosis se han sumado otra clase de quejas, como que los visores son demasiado pesados y voluminosos.

#Evangelio #LaLecturaDeHoy
#Noticias #EU #AppleVisionPro #Devoluciones #Cinetosis

https://t.co/om8tY5MPNm",https://twitter.com/evangelio_news/status/1761559133315277058,tweet,Evangelio,@evangelio_news,0,0,0,0,13,0,2024-02-24 17:10:00,a los casos de cinetosis se han sumado otra clase de quejas como que los visores son demasiado pesados y voluminosos ,a los casos de cinetosis se han sumado otra clase de quejas como que los visores son demasiado pesados y voluminosos ,0.0,1.0
1758039754350702596,"The #AppleVisionPro is an amazing concept, but the $3500 price tag makes it stupid for the average person.

Shave $2000 off of that price #Apple, and you may have something there.

#DumbPrices",https://twitter.com/Greg_Wild/status/1758039754350702596,tweet,Greg Wild,@Greg_Wild,0,0,0,0,21,0,2024-02-15 00:05:14,the is an amazing concept but the 3500 price tag makes it stupid for the average person shave 2000 off of that price and you may have something there ,the is an amazing concept but the 3500 price tag makes it stupid for the average person shave 2000 off of that price and you may have something there ,-0.1166666666666666,1.0
1768381690768974286,Struggling with depth perception in my app. Objects appearing farther than expected. Any solutions? #SpatialComputing #AppleVisionPro,https://twitter.com/itsjackjohens/status/1768381690768974286,tweet,Jack Johens,@itsjackjohens,0,0,0,0,32,0,2024-03-14 14:00:24,struggling with depth perception in my app objects appearing farther than expected any solutions ,struggling with depth perception in my app objects appearing farther than expected any solutions ,-0.1,1.0
1758619771912753542,"I wrote this news on my blog months ago, I'm glad that now it's official 

Job Simulator &amp; Vacation Simulator Are Coming To Apple Vision Pro - @UploadVR

https://t.co/eDsH7FcsCY

#VirtualReality @Apple #AppleVisionPro",https://twitter.com/SkarredGhost/status/1758619771912753542,tweet,TonyVT SkarredGhost,@SkarredGhost,1,0,0,3,631,0,2024-02-16 14:30:01,i wrote this news on my blog months ago im glad that now its official job simulator amp vacation simulator are coming to apple vision pro ,i wrote this news on my blog months ago im glad that now its official job simulator amp vacation simulator are coming to apple vision pro ,0.5,0.0
1769286570933100546,New technologies #applevisionpro https://t.co/B4ixR27kXR,https://twitter.com/technologix/status/1769286570933100546,tweet,technologix,@technologix,1,0,4,6,112,0,2024-03-17 01:56:04,new technologies ,new technologies ,0.1363636363636363,0.0
1767506571204972674,"Ο διευθύνων σύμβουλος της Meta, Μαρκ Ζούκερμπεργκ, αποδοκιμάζει ξανά το Apple Vision Pro #Meta #AppleVisionPro - https://t.co/EVomKxZTZY https://t.co/6D7NWe0Zd7",https://twitter.com/GreekAppleNews/status/1767506571204972674,tweet,AppleWorldHellas,@GreekAppleNews,0,0,0,0,104,0,2024-03-12 04:02:59,ο διευθύνων σύμβουλος της meta μαρκ ζούκερμπεργκ αποδοκιμάζει ξανά το apple vision pro ,ο διευθύνων σύμβουλος της meta μαρκ ζούκερμπεργκ αποδοκιμάζει ξανά το apple vision pro ,0.0,0.0
1762130730099024075,"Fix the Bluetooth issues

#AppleVisionPro #Apple #VisionPro

https://t.co/cBt3wk2DqL",https://twitter.com/RajeshRkmishra/status/1762130730099024075,tweet,Rajesh Mishra,@RajeshRkmishra,0,0,0,1,31,0,2024-02-26 07:01:19,fix the bluetooth issues ,fix the bluetooth issues ,0.0,1.0
1768340287108321599,"Lo digo sinceramente, el país está en paz...

Atte : 
#AMLOelReyDeLaCorrupcionMentiraYMuerte 
#VisionDelBienestar
#AppleVisionPro https://t.co/Ypg4NifPkD",https://twitter.com/LicScooby03/status/1768340287108321599,tweet,Mario Alejandro,@LicScooby03,0,0,0,0,43,0,2024-03-14 11:15:53,lo digo sinceramente el país está en paz atte ,lo digo sinceramente el país está en paz atte ,0.0,0.0
1756841828957966495,This is the BEST way to watch the Super Bowl!!  Vision Pro baby!! Even if I have to see #taylorswift on here 😜⁩ #apple #applevisionpro #visionpro #SuperBowl https://t.co/sd5yGzO6ze,https://twitter.com/alighterreality/status/1756841828957966495,tweet,Domenick DiBenedetto,@alighterreality,1,0,0,0,353,0,2024-02-11 16:45:07,this is the best way to watch the super bowl vision pro baby even if i have to see on here ,this is the best way to watch the super bowl vision pro baby even if i have to see on here ,0.6666666666666666,0.0
1758816231811887322,Il faudra se pencher sur les influenceurs français pro Apple dépourvus d'objectivité et de recul qui sont responsables de la prise de décision des blaireaux matrixés qui voudront s'approprier à tout prix l'inutile et chère #AppleVisionPro qui est en réalité un véritable fiasco. https://t.co/NWLnoVCiyZ,https://twitter.com/EnisField/status/1758816231811887322,tweet,EnisField 🍥,@EnisField,0,0,0,0,127,0,2024-02-17 03:30:41,il faudra se pencher sur les influenceurs français pro apple dépourvus dobjectivité et de recul qui sont responsables de la prise de décision des blaireaux matrixés qui voudront sapproprier à tout prix linutile et chère qui est en réalité un véritable fiasco ,il faudra se pencher sur les influenceurs français pro apple dépourvus dobjectivité et de recul qui sont responsables de la prise de décision des blaireaux matrixés qui voudront sapproprier à tout prix linutile et chère qui est en réalité un véritable fiasco ,0.0,0.0
1756888920938221807,"Technically, this is my first #AppleVisionPro app successfully running in immersive mode built from #UE5 with no crashes or black screens. All that’s missing is… y’know, actually seeing my Unreal Engine environment.

We’re so close. https://t.co/9N4GAiMiVr",https://twitter.com/iBrews/status/1756888920938221807,tweet,Alex Coulombe,@iBrews,9,1,12,153,11136,20,2024-02-11 19:52:14,technically this is my first app successfully running in immersive mode built from with no crashes or black screens all thats missing is yknow actually seeing my unreal engine environment were so close ,technically this is my first app successfully running in immersive mode built from with no crashes or black screens all thats missing is yknow actually seeing my unreal engine environment were so close ,0.1055555555555555,1.0
1760110768660349052,"Having a bad day trying to work out your disabled iPhone ...

DM now!!... It won't take more than 5 mins to unlock your iPhone for use.

#iPhone #iPhone15ProMax #Apple #AppleVisionPro #lockedaccount #iPhone14 #iPhone15 https://t.co/7fCmOXOO0P",https://twitter.com/Mike_Will222/status/1760110768660349052,tweet,CYBERTEAM INC⌛️⛑️🛠️⛏️,@Mike_Will222,0,0,0,0,129,0,2024-02-20 17:14:43,having a bad day trying to work out your disabled iphone dm now it wont take more than 5 mins to unlock your iphone for use ,having a bad day trying to work out your disabled iphone dm now it wont take more than 5 mins to unlock your iphone for use ,-0.1333333333333333,0.0
1756953244889129287,@MKBHD Does Siri work in the #applevisionpro ? That would be sick imho...,https://twitter.com/PanfurwareLlc/status/1756953244889129287,tweet,PanfurWare LLC Music and Tech,@PanfurwareLlc,0,1,0,0,12,0,2024-02-12 00:07:50, does siri work in the that would be sick imho, does siri work in the that would be sick imho,-0.7142857142857143,1.0
1765183163519947197,"この度幻冬舎さんから書籍を出版させていただくこととなりました。たくさんの人の力で出版できることになりました。感謝です。ぽちっと予約お願いします。
https://t.co/qOUmiBUIxB
#スマホがなくなる日 ＃AppleVisionPro ＃STYLY",https://twitter.com/nabespitz/status/1765183163519947197,tweet,Nobuiko Watanabe / STYLY,@nabespitz,1,4,12,34,12010,1,2024-03-05 17:10:36,この度幻冬舎さんから書籍を出版させていただくこととなりましたたくさんの人の力で出版できることになりました感謝ですぽちっと予約お願いします applevisionpro styly,この度幻冬舎さんから書籍を出版させていただくこととなりましたたくさんの人の力で出版できることになりました感謝ですぽちっと予約お願いします applevisionpro styly,0.0,0.0
1757265787549585723,"#AppleVisionPro has a beautiful design. Heavy but futuristic! That being said, this is far from perfect: the display (although much better than compared to Meta Quest 3) had issues like lens glare/reflections and limited FOV resulting in poor viewing experience. This is very noticeable in darker environments and/or while watching bright videos. For the 3.5+ price tag, this wasn’t it. It’s definitely a step in the right direction! I ended up returning mine for the reasons mentioned above. Hopefully Gen 2 or 3 solves those issues and exceeds our expectations (both on paper and in reality)! 😜",https://twitter.com/alwayswinning69/status/1757265787549585723,tweet,paymeincrypto 📈📊,@alwayswinning69,0,0,0,0,261,0,2024-02-12 20:49:46, has a beautiful design heavy but futuristic that being said this is far from perfect the display although much better than compared to meta quest 3 had issues like lens glarereflections and limited fov resulting in poor viewing experience this is very noticeable in darker environments andor while watching bright videos for the 35 price tag this wasnt it its definitely a step in the right direction i ended up returning mine for the reasons mentioned above hopefully gen 2 or 3 solves those issues and exceeds our expectations both on paper and in reality , has a beautiful design heavy but futuristic that being said this is far from perfect the display although much better than compared to meta quest 3 had issues like lens glarereflections and limited fov resulting in poor viewing experience this is very noticeable in darker environments andor while watching bright videos for the 35 price tag this wasnt it its definitely a step in the right direction i ended up returning mine for the reasons mentioned above hopefully gen 2 or 3 solves those issues and exceeds our expectations both on paper and in reality ,0.2470238095238095,1.0
1761914625103143078,"Starting an old project, a passion of mine, now in the format of a blog. My first article, subscribe for future updates - https://t.co/mtKeN3ePdB #AppleVisionPro",https://twitter.com/nscafuro/status/1761914625103143078,tweet,Nicolas,@nscafuro,0,0,0,0,33,0,2024-02-25 16:42:36,starting an old project a passion of mine now in the format of a blog my first article subscribe for future updates ,starting an old project a passion of mine now in the format of a blog my first article subscribe for future updates ,0.0875,0.0
1760984981185372640,"Good peaceful morning to all humanity ❤️🌹

@bing #BingAI #DALLE3 #PromptShare #PromptChallenge #AIArtCommuity #SoraAI #OpenAiSora @krea_ai #digitalart #AppleVisionPro https://t.co/ceyojmjWO8",https://twitter.com/IsraaAli2077/status/1760984981185372640,tweet,Israa Ali,@IsraaAli2077,3,0,1,18,722,0,2024-02-23 03:08:31,good peaceful morning to all humanity ,good peaceful morning to all humanity ,0.475,0.0
1761911403865108821,"I tried the #AppleVisionPro today at the Boca Raton Apple Store. It was impressive but not 100% there, from my perspective. My main complaint is comfort. That said, this type of device will become mainstream sooner than later. https://t.co/0jtsGnPoqN",https://twitter.com/killersites/status/1761911403865108821,tweet,Stefan Mischook,@killersites,1,0,0,6,531,1,2024-02-25 16:29:48,i tried the today at the boca raton apple store it was impressive but not 100 there from my perspective my main complaint is comfort that said this type of device will become mainstream sooner than later ,i tried the today at the boca raton apple store it was impressive but not 100 there from my perspective my main complaint is comfort that said this type of device will become mainstream sooner than later ,0.2166666666666666,1.0
1758473256791654471,"Apple fans are starting to return their Vision Pros. Comfort, headache, and eye strain are among the top reasons people say they’re returning their Vision Pro headsets https://t.co/eEw0klh8uf #AppleVisionPro",https://twitter.com/____Mark__/status/1758473256791654471,tweet,Mark,@____Mark__,0,0,0,0,57,0,2024-02-16 04:47:49,apple fans are starting to return their vision pros comfort headache and eye strain are among the top reasons people say theyre returning their vision pro headsets ,apple fans are starting to return their vision pros comfort headache and eye strain are among the top reasons people say theyre returning their vision pro headsets ,0.25,0.0
1757344794408255841,@interesting_aIl We are gonna see a whole new memes thanks to #AppleVisionPro,https://twitter.com/apurv_anand/status/1757344794408255841,tweet,Apurv Anand,@apurv_anand,2,0,0,16,24376,1,2024-02-13 02:03:43, we are gonna see a whole new memes thanks to , we are gonna see a whole new memes thanks to ,0.1787878787878788,0.0
1758375629538427335,"@jonnokid Any news about skip local account creation in macOS DEP Enrollment in Intune? 
https://t.co/IpsGWBM8rS
#intune #dep #ade #endpointmanger #microsoft #macos #mdm #AppleVisionPro",https://twitter.com/spotmac/status/1758375629538427335,tweet,Michael Rieder,@spotmac,0,0,0,2,109,0,2024-02-15 22:19:53, any news about skip local account creation in macos dep enrollment in intune , any news about skip local account creation in macos dep enrollment in intune ,0.0,1.0
1763813148069650768,"The weight of vision pro is a great problem (about 600 - 650 gram).
I wish its second version being half of that weight. 

#apple #visionpro #applevisionpro #problem",https://twitter.com/AppleXfans/status/1763813148069650768,tweet,Apple Fans ,@AppleXfans,0,0,0,0,155,0,2024-03-01 22:26:39,the weight of vision pro is a great problem about 600 650 gram i wish its second version being half of that weight ,the weight of vision pro is a great problem about 600 650 gram i wish its second version being half of that weight ,0.2111111111111111,1.0
1759620148258812164,"New AR/VR design courses for UX/UI designers 🥳

👉 https://t.co/4UcDqKgNiY

#uidesign #uxdesign #AugmentedReality #SpatialComputing #AppleVisionPro https://t.co/hw5Zq7tMZB",https://twitter.com/punitweb/status/1759620148258812164,tweet,punit chawla,@punitweb,0,0,0,3,237,0,2024-02-19 08:45:10,new arvr design courses for uxui designers ,new arvr design courses for uxui designers ,0.1363636363636363,1.0
1760397237975408751,"@Jack96854569 @Unrecycling $cammer #TWR #AppleVisionPro #Metaverse #MetaQuest3 #MetaQuest3 
https://t.co/vUPCvmeMQ3",https://twitter.com/Touring540/status/1760397237975408751,tweet,Touring 🐇,@Touring540,0,0,3,5,51,0,2024-02-21 12:13:02, cammer , cammer ,0.0,0.0
1762240831220572415,New @gleamapp giveaways added 02/26/24! More than 75 giveaways in total. https://t.co/PGiWcgzgR3 #Gleam #Sweepstakes #GiveawayAlert #Giveaways #Gungiveaway #Contests #AppleVisionPro #GIVEAWAY,https://twitter.com/MerrickTheo/status/1762240831220572415,tweet,Timberdog71,@MerrickTheo,0,0,0,0,38,0,2024-02-26 14:18:49,new giveaways added 022624 more than 75 giveaways in total ,new giveaways added 022624 more than 75 giveaways in total ,0.2121212121212121,0.0
1761446390419562765,"When do we get to see our first viral video fight where both people are wearing Apple Vision Pros?

#VisionPro #AppleVisionPro #apple",https://twitter.com/Samproof/status/1761446390419562765,tweet,"Sam Proof 💎 Streamer, UGC content creator",@Samproof,0,0,0,0,113,0,2024-02-24 09:42:00,when do we get to see our first viral video fight where both people are wearing apple vision pros ,when do we get to see our first viral video fight where both people are wearing apple vision pros ,0.25,1.0
1756728202016518253,"Future of Medicine? Safer better procedures, more insight &amp; collaboration? Don’t know but worth exploring. 
@BannerHealth @SNISinfo @svinsociety @almuftifawaz @PascalJabbourMD @elghanemmoh @Apple @AppleVisionPro 
#medicine #AppleVisionPro #Stroke https://t.co/B6xSGfCWqV",https://twitter.com/StrokeVAN/status/1756728202016518253,tweet,Mohamed S Teleb,@StrokeVAN,1,1,3,19,3635,1,2024-02-11 09:13:36,future of medicine safer better procedures more insight amp collaboration dont know but worth exploring ,future of medicine safer better procedures more insight amp collaboration dont know but worth exploring ,0.325,1.0
1757829898238886267,Apple vision pro multitasking #appleVisionPro https://t.co/TCGb9jfSRo,https://twitter.com/JGracio/status/1757829898238886267,tweet,João Grácio,@JGracio,0,0,0,0,34,0,2024-02-14 10:11:21,apple vision pro multitasking ,apple vision pro multitasking ,0.0,1.0
1763574518000341335,"Combining #AppleVisionPro with @REEKONTools digital tape measure for a seamlessly measuring activities in #AugmentedReality 

#VisionPro #AR #MR #Laser #FutureOfWork 
@CurieuxExplorer @Hana_ElSayyed @BetaMoroney @Shi4Tech @fogle_shane @Khulood_Almani @anand_narang @sonunubekle @KanezaDiane @kalydeoo @mvollmer1 @Hana_ElSayyed @Fabriziobustama @PawlowskiMario",https://twitter.com/FrRonconi/status/1763574518000341335,tweet,Franco Ronconi 🇮🇹,@FrRonconi,0,0,8,10,1246,2,2024-03-01 06:38:25,combining with digital tape measure for a seamlessly measuring activities in ,combining with digital tape measure for a seamlessly measuring activities in ,0.05,1.0
1757115034411442655,Just got an #AppleVisionPro on #ebay https://t.co/rsgIBfR3GO,https://twitter.com/divinciiivr/status/1757115034411442655,tweet,divinciii,@divinciiivr,0,2,3,6,135,0,2024-02-12 10:50:44,just got an on ,just got an on ,0.0,0.0
1761396848680714718,"#AppleVisionPro accessibility features that all you to control the device just by making sounds!

Demonstrated by AppleInsider’s @Andrew_OSU: https://t.co/GvqLpifozv",https://twitter.com/appleinsider/status/1761396848680714718,tweet,AppleInsider,@appleinsider,5,1,13,74,26264,6,2024-02-24 06:25:08, accessibility features that all you to control the device just by making sounds demonstrated by appleinsiders , accessibility features that all you to control the device just by making sounds demonstrated by appleinsiders ,0.0,1.0
1757648723876970785,"I'm surprised how well my game Cube Cube works on #AppleVisionPro! Sure, it would be better if it supports hover effect, but the game was last updated 5.5 years ago.

https://t.co/cW1zP57S9F",https://twitter.com/y2mango/status/1757648723876970785,tweet,Yilei Yang 🥭⛱,@y2mango,0,0,0,0,61,0,2024-02-13 22:11:25,im surprised how well my game cube cube works on sure it would be better if it supports hover effect but the game was last updated 55 years ago ,im surprised how well my game cube cube works on sure it would be better if it supports hover effect but the game was last updated 55 years ago ,0.0499999999999999,1.0
1758983265765962081,"My account's worth isn't enough to buy me a 1TB #AppleVisionPro with my state's tax. It's $4,166.

I may have to start an account on @kofi_button, even if my mother keeps saying no.",https://twitter.com/DecaTilde/status/1758983265765962081,tweet,decatilde.bsky.social,@DecaTilde,0,0,0,0,46,0,2024-02-17 14:34:25,my accounts worth isnt enough to buy me a 1tb with my states tax its 4166 i may have to start an account on even if my mother keeps saying no,my accounts worth isnt enough to buy me a 1tb with my states tax its 4166 i may have to start an account on even if my mother keeps saying no,0.15,0.0
1758059603642716198,"🥽📺 Películas para gafas de VR sí, pero sólo si la historia lo requiere. #AppleVisionPro

📺 Vídeo completo: https://t.co/apChQWhZk9 https://t.co/zpSCa8j9jH",https://twitter.com/nordicwire/status/1758059603642716198,tweet,NørdicWire,@nordicwire,0,0,0,1,252,0,2024-02-15 01:24:07, películas para gafas de vr sí pero sólo si la historia lo requiere vídeo completo , películas para gafas de vr sí pero sólo si la historia lo requiere vídeo completo ,0.0,1.0
1763589377194955185,"Apple Vision Pro real-time translation feature

The wearer sees a translation within their headset whilst the other person sees a translation on the headset display

AVP could speak the translation instead (or as well). Now you can talk to anyone in the world.

#AppleVisionPro https://t.co/wE0aBxRSVZ",https://twitter.com/breakingtech__/status/1763589377194955185,tweet,BreakingTech,@breakingtech__,1,0,0,0,109,0,2024-03-01 07:37:28,apple vision pro realtime translation feature the wearer sees a translation within their headset whilst the other person sees a translation on the headset display avp could speak the translation instead or as well now you can talk to anyone in the world ,apple vision pro realtime translation feature the wearer sees a translation within their headset whilst the other person sees a translation on the headset display avp could speak the translation instead or as well now you can talk to anyone in the world ,-0.125,1.0
1767656918535848053,Struggling with accurate object recognition in my app. Any advice on improving this? #SpatialComputing #AppleVisionPro,https://twitter.com/itsjackjohens/status/1767656918535848053,tweet,Jack Johens,@itsjackjohens,0,0,0,0,29,0,2024-03-12 14:00:25,struggling with accurate object recognition in my app any advice on improving this ,struggling with accurate object recognition in my app any advice on improving this ,0.4000000000000001,1.0
